StreetAddress,CityZip,State
5734 Buena Vista Hill,Albany_12202,NY
7180 Mallard Parkway,Albany_12206,NY
4 Fairfield Way,Feura Bush_12067,NY
2612 Prentice Park,Cohoes_12047,NY
9175 Mariners Cove Terrace,Knox_12107,NY
2394 Buhler Alley,Ravena_12143,NY
33818 Loeprich Hill,Albany_12204,NY
74 Gerald Trail,Albany_12209,NY
41 Duke Trail,Albany_12209,NY
6 Crest Line Drive,Menands_12204,NY
8072 Sunnyside Place,Delmar_12054,NY
3391 Memorial Pass,Albany_12227,NY
7 Texas Terrace,Albany_12226,NY
908 Drewry Road,Albany_12205,NY
09 Packers Pass,Albany_12202,NY
5709 1st Terrace,Green Island_12183,NY
0537 La Follette Street,Newtonville_12110,NY
4153 Heath Circle,East Berne_12059,NY
697 5th Drive,Latham_12110,NY
69 Truax Alley,Dormansville_12055,NY
50998 Roxbury Court,East Berne_12059,NY
36 5th Alley,Albany_12227,NY
213 Maple Wood Terrace,Albany_12210,NY
485 Hoard Hill,Albany_12224,NY
1 Eagle Crest Junction,Loudonville_12211,NY
43040 Bluejay Pass,Glenmont_12077,NY
84 Badeau Pass,Colonie_12205,NY
47217 Sherman Way,Clarksville_12041,NY
86213 Mosinee Way,Clarksville_12041,NY
895 Muir Terrace,Albany_12227,NY
91480 Hagan Terrace,Glenmont_12077,NY
0607 Calypso Center,Selkirk_12158,NY
241 Fair Oaks Parkway,East Berne_12059,NY
6165 Del Sol Hill,Selkirk_12158,NY
23612 Sherman Trail,Glenmont_12077,NY
1 Nevada Junction,Watervliet_12189,NY
439 Armistice Alley,Newtonville_12128,NY
836 Spohn Junction,Coeymans Hollow_12046,NY
640 Colorado Street,Albany_12208,NY
1 Lunder Avenue,Latham_12128,NY
824 Fisk Terrace,Menands_12204,NY
8828 Forest Run Crossing,Albany_12209,NY
62 Rieder Road,South Bethlehem_12161,NY
0894 Delladonna Trail,Albany_12207,NY
63017 Summit Hill,Coeymans Hollow_12046,NY
6665 Orin Street,Albany_12223,NY
910 Farragut Drive,Coeymans Hollow_12046,NY
3523 Wayridge Way,Ravena_12143,NY
983 Cody Alley,Selkirk_12158,NY
4 Longview Terrace,Albany_12201,NY
2 Monument Parkway,Albany_12204,NY
564 Mccormick Terrace,Delmar_12054,NY
79675 Colorado Center,Ravena_12143,NY
9551 Kipling Court,Albany_12201,NY
74752 Saint Paul Place,Albany_12210,NY
70 Beilfuss Parkway,Watervliet_12189,NY
753 Mayfield Point,East Berne_12059,NY
8847 Graedel Drive,Mckownville_12203,NY
838 Waxwing Crossing,Loudonville_12211,NY
673 Muir Hill,Coeymans_12045,NY
76778 Macpherson Trail,Knox_12107,NY
83696 Gateway Parkway,Guilderland_12084,NY
6 Nobel Parkway,Feura Bush_12067,NY
7 Aberg Place,Coeymans Hollow_12046,NY
05617 Welch Plaza,Albany_12208,NY
687 Homewood Road,Albany_12210,NY
44148 Harper Avenue,Albany_12247,NY
59 Northridge Avenue,Albany_12206,NY
51 Mayfield Place,Albany_12226,NY
048 La Follette Circle,Guilderland Center_12085,NY
8603 Tony Hill,Altamont_12009,NY
8 Westend Lane,Medusa_12120,NY
05451 Granby Road,Albany_12206,NY
48185 Blue Bill Park Alley,Albany_12209,NY
8 John Wall Way,Albany_12202,NY
3037 Coleman Road,Albany_12202,NY
62 Oriole Plaza,Albany_12223,NY
24857 Ronald Regan Point,Alcove_12007,NY
2 Meadow Vale Park,Albany_12260,NY
403 Glacier Hill Street,Coeymans_12045,NY
4 Spenser Parkway,Albany_12206,NY
613 Kenwood Point,Albany_12206,NY
9120 Sunnyside Plaza,Menands_12204,NY
7 Gina Lane,Albany_12220,NY
21549 Melrose Alley,Albany_12223,NY
9629 Bayside Parkway,Watervliet_12189,NY
5581 Dwight Junction,Green Island_12183,NY
6530 Dwight Parkway,Guilderland Center_12085,NY
20 Lillian Street,Slingerlands_12159,NY
1 Fulton Center,Albany_12208,NY
6118 Bartillon Court,Albany_12212,NY
1563 Toban Junction,Albany_12207,NY
5 Kim Junction,Delmar_12054,NY
9 Barby Avenue,Preston Hollow_12469,NY
07 Sachtjen Point,Albany_12207,NY
10 Jana Lane,Colonie_12205,NY
96 Rigney Pass,Albany_12202,NY
7 Butterfield Point,Albany_12212,NY
596 Summit Way,Latham_12110,NY
69703 Service Circle,Siena_12211,NY
8577 Beilfuss Place,Albany_12206,NY
3 Morningstar Alley,Preston Hollow_12469,NY
1056 Mcguire Center,South Bethlehem_12161,NY
95 Mesta Trail,Latham_12110,NY
929 Dakota Drive,Preston Hollow_12469,NY
57065 Banding Alley,Menands_12204,NY
13400 Autumn Leaf Avenue,Albany_12201,NY
27235 Holy Cross Parkway,Newtonville_12110,NY
97092 Thierer Lane,Rensselaerville_12147,NY
7 South Junction,Albany_12204,NY
12816 Nancy Street,Albany_12226,NY
2 Sugar Junction,Albany_12227,NY
7 John Wall Trail,Albany_12247,NY
43642 Vernon Drive,Alcove_12007,NY
797 Lake View Crossing,Albany_12220,NY
9 Debra Park,Albany_12210,NY
96898 Utah Alley,Coeymans_12045,NY
4 Montana Avenue,Albany_12227,NY
4645 Algoma Plaza,Loudonville_12211,NY
7 Shoshone Hill,Loudonville_12211,NY
417 Rowland Point,Albany_12205,NY
1163 Armistice Parkway,Albany_12202,NY
1597 Prairieview Avenue,Albany_12202,NY
74754 Sheridan Place,Albany_12225,NY
9 Pearson Junction,Albany_12220,NY
41 Stang Park,Dormansville_12055,NY
8084 Kropf Terrace,South Bethlehem_12161,NY
67338 Manley Road,Albany_12223,NY
848 Kings Park,Albany_12209,NY
182 Homewood Court,Knox_12107,NY
518 Golf View Circle,Albany_12205,NY
8 International Road,Albany_12202,NY
8 Fair Oaks Pass,Green Island_12183,NY
6488 Miller Drive,Alcove_12007,NY
5 Oriole Point,Albany_12227,NY
9 Farwell Lane,Voorheesville_12186,NY
20049 Northview Circle,Albany_12206,NY
36214 Dennis Court,Albany_12201,NY
73168 Walton Place,Cohoes_12047,NY
628 Briar Crest Place,Albany_12206,NY
0571 Sloan Park,Guilderland_12084,NY
6138 Sundown Circle,Albany_12201,NY
2 Waxwing Way,Albany_12226,NY
34 Kenwood Junction,Coeymans_12045,NY
113 Homewood Pass,Selkirk_12158,NY
1 Oxford Lane,Green Island_12183,NY
54 Annamark Drive,Roessleville_12205,NY
134 Hollow Ridge Center,Albany_12208,NY
80373 Northport Park,Albany_12206,NY
6 Brickson Park Road,Feura Bush_12067,NY
9908 Golf Road,Ravena_12143,NY
1974 Green Terrace,Troy_12183,NY
2984 Warner Street,Siena_12211,NY
45046 Fisk Circle,East Berne_12059,NY
9 Schmedeman Road,Delmar_12054,NY
64830 Mccormick Place,Green Island_12183,NY
83547 Fallview Park,Loudonville_12211,NY
6380 Homewood Circle,Albany_12201,NY
9474 Mitchell Park,Albany_12202,NY
1609 Armistice Place,Rensselaerville_12147,NY
113 Goodland Court,Albany_12206,NY
4582 Loeprich Junction,Albany_12212,NY
11 Oneill Avenue,Preston Hollow_12469,NY
351 Golf Point,Menands_12204,NY
08 Judy Park,Loudonville_12211,NY
7 Bartillon Park,Selkirk_12158,NY
98 Ryan Drive,Newtonville_12110,NY
8633 Graedel Park,Albany_12211,NY
882 Morning Pass,Albany_12203,NY
890 Chive Alley,Guilderland Center_12085,NY
9 Golf View Pass,Albany_12225,NY
541 Green Ridge Road,Delmar_12054,NY
59 Banding Alley,Rensselaerville_12147,NY
8972 5th Plaza,Coeymans Hollow_12046,NY
0 Randy Court,Albany_12260,NY
288 Dwight Junction,Siena_12211,NY
4109 Elka Road,Newtonville_12128,NY
98260 1st Court,Albany_12209,NY
580 Anhalt Point,Medusa_12120,NY
58 Cordelia Park,Albany_12202,NY
89111 Arizona Center,Albany_12226,NY
720 Lawn Center,Albany_12227,NY
764 Eagle Crest Junction,Mckownville_12203,NY
6 Dawn Center,Albany_12227,NY
37 Chinook Terrace,Albany_12211,NY
5980 Drewry Hill,Menands_12204,NY
12257 Elka Hill,Preston Hollow_12469,NY
8 Northport Crossing,Coeymans_12045,NY
586 Susan Street,Dormansville_12055,NY
35 Waywood Point,Voorheesville_12186,NY
2 Gina Pass,Guilderland Center_12085,NY
4 Luster Parkway,Albany_12212,NY
4797 Crescent Oaks Trail,Coeymans Hollow_12046,NY
470 Elmside Crossing,Albany_12208,NY
6425 Express Lane,South Bethlehem_12161,NY
98588 Memorial Hill,East Berne_12059,NY
31680 Scofield Crossing,Slingerlands_12159,NY
4 Scofield Drive,Clarksville_12041,NY
46 Hayes Place,South Bethlehem_12161,NY
9846 Anhalt Park,Voorheesville_12186,NY
56 Blackbird Alley,Albany_12203,NY
215 Stang Trail,Albany_12205,NY
3128 Northridge Plaza,Albany_12204,NY
6 Londonderry Circle,Roessleville_12205,NY
980 Hazelcrest Lane,Guilderland Center_12085,NY
13 3rd Road,Dormansville_12055,NY
24 Schiller Pass,Albany_12210,NY
085 Oak Valley Place,Latham_12110,NY
789 Graedel Alley,Albany_12210,NY
56 Eggendart Park,Preston Hollow_12469,NY
966 Transport Hill,Altamont_12009,NY
44938 Dennis Crossing,Albany_12212,NY
8 Emmet Plaza,Preston Hollow_12469,NY
049 Summit Hill,Mckownville_12203,NY
684 Michigan Junction,Albany_12212,NY
18 Basil Pass,Voorheesville_12186,NY
2 Oriole Crossing,Albany_12227,NY
97553 Crescent Oaks Pass,Selkirk_12158,NY
0163 Manufacturers Junction,Guilderland Center_12085,NY
32 Dapin Parkway,Preston Hollow_12469,NY
017 Springview Pass,Albany_12212,NY
69 Bunker Hill Avenue,Albany_12207,NY
596 Brentwood Hill,Albany_12208,NY
531 Saint Paul Parkway,Albany_12210,NY
1901 Marcy Way,Albany_12224,NY
3315 Sullivan Lane,Albany_12226,NY
30 Lien Crossing,Rensselaerville_12147,NY
73689 Welch Point,Siena_12211,NY
55139 Mifflin Trail,Guilderland Center_12085,NY
9874 Karstens Pass,Albany_12223,NY
6811 Jay Pass,Medusa_12120,NY
61364 Canary Place,Clarksville_12041,NY
821 Shopko Way,Albany_12204,NY
8 Ryan Place,Dormansville_12055,NY
09 Orin Hill,Glenmont_12077,NY
2381 Vera Way,Glenmont_12077,NY
04 Loeprich Street,Albany_12204,NY
723 Monterey Avenue,Dormansville_12055,NY
0197 Merchant Terrace,Albany_12223,NY
3390 Barby Court,Albany_12202,NY
969 Golf View Trail,Watervliet_12189,NY
2 Sheridan Plaza,Albany_12201,NY
36722 Laurel Center,Ravena_12143,NY
753 Cottonwood Junction,Albany_12224,NY
1 Randy Plaza,Siena_12211,NY
06 Washington Court,Guilderland Center_12085,NY
5 Cherokee Hill,Mckownville_12203,NY
807 Larry Way,Newtonville_12110,NY
7911 Crescent Oaks Way,Roessleville_12205,NY
3 Nevada Circle,Albany_12224,NY
71440 Amoth Drive,Albany_12226,NY
22931 Hollow Ridge Crossing,Newtonville_12110,NY
2 Moose Crossing,Roessleville_12205,NY
1853 Arkansas Terrace,Albany_12225,NY
56871 Redwing Park,Albany_12223,NY
2 North Place,Dormansville_12055,NY
264 Kinsman Lane,Clarksville_12041,NY
3175 Harper Hill,Loudonville_12211,NY
7899 Sunnyside Way,Coeymans_12045,NY
09711 Fairfield Hill,Albany_12206,NY
32 Oxford Lane,Ravena_12143,NY
45 Prentice Way,Albany_12226,NY
809 Rieder Junction,Albany_12205,NY
1811 Steensland Alley,Preston Hollow_12469,NY
088 Fieldstone Way,Coeymans_12045,NY
92 East Place,Albany_12223,NY
59737 Monument Avenue,Selkirk_12158,NY
07990 Bluestem Avenue,Albany_12226,NY
243 Maple Drive,Albany_12223,NY
576 Burrows Junction,Mckownville_12203,NY
399 Pleasure Avenue,Albany_12227,NY
3 Elmside Crossing,Albany_12224,NY
07 Burning Wood Parkway,Green Island_12183,NY
255 Michigan Way,Delmar_12054,NY
079 Melody Street,Albany_12260,NY
587 Bartillon Court,Ravena_12143,NY
9042 Glacier Hill Crossing,Berne_12023,NY
1689 Nobel Trail,Menands_12204,NY
87725 Knutson Road,Albany_12247,NY
92 Pleasure Center,Guilderland Center_12085,NY
020 Iowa Street,Newtonville_12128,NY
26632 Kennedy Circle,Altamont_12009,NY
075 Arapahoe Circle,Preston Hollow_12469,NY
25516 Loftsgordon Park,Delmar_12054,NY
136 Charing Cross Lane,Green Island_12183,NY
70085 School Hill,Albany_12260,NY
2870 Shopko Circle,Watervliet_12189,NY
4 Lake View Drive,Albany_12205,NY
225 Dottie Junction,Dormansville_12055,NY
23 Corry Road,Slingerlands_12159,NY
924 Delaware Road,Preston Hollow_12469,NY
030 Marcy Circle,Albany_12207,NY
2663 Bartelt Street,Albany_12202,NY
4385 Eagan Pass,Berne_12023,NY
829 Thierer Park,Albany_12260,NY
12 Daystar Center,Albany_12210,NY
8944 Bay Drive,Guilderland_12084,NY
09 Sugar Junction,Albany_12212,NY
1 Kinsman Trail,Newtonville_12128,NY
54 Havey Road,Dormansville_12055,NY
427 Fieldstone Court,Slingerlands_12159,NY
3726 Pleasure Road,Albany_12225,NY
864 Sheridan Pass,Watervliet_12189,NY
06907 Mendota Crossing,Roessleville_12205,NY
4 Huxley Hill,Albany_12223,NY
20 Ridgeway Lane,Mckownville_12203,NY
939 6th Alley,Albany_12207,NY
503 Scofield Park,South Bethlehem_12161,NY
490 Amoth Court,Albany_12260,NY
5196 Columbus Trail,Guilderland_12084,NY
91879 Carpenter Pass,Latham_12128,NY
10 Steensland Drive,Albany_12203,NY
6 Farwell Court,Latham_12128,NY
8877 Burning Wood Drive,East Berne_12059,NY
90141 Eastlawn Avenue,Coeymans Hollow_12046,NY
19 Caliangt Court,Preston Hollow_12469,NY
6849 Dwight Center,Albany_12211,NY
1519 Waubesa Pass,Albany_12224,NY
7002 Cambridge Place,Albany_12211,NY
02141 Caliangt Point,Albany_12209,NY
3 Reindahl Place,Slingerlands_12159,NY
099 Mesta Lane,Altamont_12009,NY
58 Superior Terrace,Watervliet_12189,NY
072 Beilfuss Park,Cohoes_12047,NY
58200 Corscot Way,Mckownville_12203,NY
75295 Burning Wood Plaza,Coeymans_12045,NY
30 Tennyson Hill,Albany_12226,NY
9197 Troy Hill,Ravena_12143,NY
2031 Shelley Crossing,Voorheesville_12186,NY
4 Scott Pass,Albany_12203,NY
4412 Express Street,Ravena_12143,NY
6456 Prentice Parkway,Rensselaerville_12147,NY
0447 Mitchell Court,South Bethlehem_12161,NY
6 Ohio Junction,Voorheesville_12186,NY
645 Mayfield Place,Albany_12203,NY
25179 Glacier Hill Court,Albany_12212,NY
355 Mifflin Place,Colonie_12205,NY
28 Graceland Drive,Feura Bush_12067,NY
2831 Hoard Drive,Cohoes_12047,NY
24 Porter Alley,Guilderland_12084,NY
74559 Duke Court,Glenmont_12077,NY
49 Luster Circle,Delmar_12054,NY
6827 Stang Court,Albany_12247,NY
68 Jana Court,Albany_12260,NY
63 Brickson Park Road,Ravena_12143,NY
363 Buell Pass,Albany_12227,NY
7 Merchant Terrace,Albany_12202,NY
28 Chive Hill,Glenmont_12077,NY
4 Becker Circle,Albany_12207,NY
060 Tennyson Avenue,Albany_12201,NY
9976 Victoria Pass,Rensselaerville_12147,NY
442 Logan Place,Troy_12183,NY
6970 Donald Lane,Latham_12110,NY
753 Hoard Crossing,Albany_12203,NY
430 1st Pass,Albany_12223,NY
1890 Warner Junction,Albany_12207,NY
0 Hanover Circle,Watervliet_12189,NY
53430 Dryden Crossing,Albany_12210,NY
05811 Dakota Crossing,Albany_12223,NY
6703 Pepper Wood Point,Albany_12225,NY
811 Oak Valley Crossing,Delmar_12054,NY
86 Golden Leaf Trail,Latham_12128,NY
5 Lakewood Point,Altamont_12009,NY
7 Dryden Circle,Voorheesville_12186,NY
1 Hovde Crossing,Albany_12209,NY
109 Armistice Pass,Albany_12204,NY
13 Rusk Crossing,Newtonville_12128,NY
68056 Prentice Pass,Medusa_12120,NY
381 Colorado Point,Roessleville_12205,NY
76 Atwood Way,Ravena_12143,NY
85791 Dunning Terrace,Menands_12204,NY
27 Crownhardt Circle,Dormansville_12055,NY
31519 Hagan Place,Albany_12212,NY
40 Miller Plaza,Albany_12247,NY
1 Graceland Place,Albany_12226,NY
56 Russell Parkway,South Bethlehem_12161,NY
6 Shasta Parkway,Watervliet_12189,NY
662 Golden Leaf Drive,Albany_12247,NY
1 Johnson Point,Glenmont_12077,NY
9365 Acker Park,Coeymans Hollow_12046,NY
3482 Comanche Center,Albany_12227,NY
9293 Butterfield Circle,Albany_12260,NY
22 Elmside Pass,Voorheesville_12186,NY
490 Clemons Road,Latham_12110,NY
22869 Northridge Way,Berne_12023,NY
8338 West Center,Albany_12220,NY
24666 Lotheville Center,Cohoes_12047,NY
1 Oxford Alley,Albany_12202,NY
2 Golden Leaf Street,Medusa_12120,NY
10284 Glacier Hill Point,Slingerlands_12159,NY
39 Bayside Circle,Slingerlands_12159,NY
484 Autumn Leaf Road,Coeymans_12045,NY
22 Jana Point,Albany_12207,NY
7 Steensland Junction,Albany_12201,NY
80 Lakewood Park,Albany_12220,NY
09 Petterle Crossing,Guilderland_12084,NY
1378 Mccormick Lane,Albany_12202,NY
4325 Lakeland Terrace,Feura Bush_12067,NY
092 Melby Street,Alcove_12007,NY
565 Pierstorff Drive,Rensselaerville_12147,NY
76 Kipling Pass,Albany_12211,NY
65414 Division Street,Albany_12205,NY
6 Alpine Center,Guilderland_12084,NY
29958 Londonderry Way,Albany_12260,NY
9874 Green Ridge Pass,Albany_12201,NY
18789 Dovetail Terrace,Clarksville_12041,NY
16208 Debra Park,Rensselaerville_12147,NY
3998 Marcy Crossing,Albany_12201,NY
62144 Rigney Lane,Troy_12183,NY
9600 Mariners Cove Crossing,Albany_12208,NY
34 Continental Plaza,Albany_12223,NY
345 Dapin Avenue,Newtonville_12128,NY
5 Raven Road,Delmar_12054,NY
84466 Meadow Valley Circle,Roessleville_12205,NY
96 New Castle Court,Guilderland Center_12085,NY
46 International Lane,Albany_12202,NY
9176 Bluestem Point,Albany_12209,NY
707 Golf Junction,Guilderland Center_12085,NY
7 Nova Circle,Roessleville_12205,NY
58686 Ridgeway Hill,Albany_12208,NY
6409 Menomonie Drive,Albany_12212,NY
49642 Morrow Parkway,Albany_12203,NY
3 Scofield Avenue,Mckownville_12203,NY
674 Golf Course Hill,Albany_12205,NY
2 Pond Trail,East Berne_12059,NY
9849 Prairie Rose Circle,Delmar_12054,NY
13761 Mesta Avenue,Albany_12201,NY
96018 Karstens Way,Cohoes_12047,NY
6 Toban Street,Voorheesville_12186,NY
3 Schiller Street,Glenmont_12077,NY
922 Fallview Parkway,Feura Bush_12067,NY
30 Menomonie Road,Albany_12207,NY
435 Bluestem Point,Albany_12207,NY
03 Manley Parkway,Voorheesville_12186,NY
09 Roth Junction,Albany_12210,NY
143 Old Gate Drive,Coeymans_12045,NY
1 Bunting Park,Latham_12110,NY
65 Anniversary Avenue,Feura Bush_12067,NY
8 Farwell Avenue,Guilderland_12084,NY
31480 Lukken Court,Watervliet_12189,NY
77342 Village Parkway,Preston Hollow_12469,NY
62465 Monument Place,Roessleville_12205,NY
928 Fair Oaks Park,Slingerlands_12159,NY
7628 Hanson Street,Preston Hollow_12469,NY
486 Dorton Avenue,Feura Bush_12067,NY
278 Hagan Terrace,Medusa_12120,NY
069 Straubel Road,Green Island_12183,NY
2792 Fulton Way,Rensselaerville_12147,NY
94720 Kenwood Plaza,Troy_12183,NY
410 Bluejay Alley,Menands_12204,NY
6765 Bartelt Place,Dormansville_12055,NY
336 Golf Course Parkway,Latham_12110,NY
0050 Redwing Road,Berne_12023,NY
287 Lawn Street,South Bethlehem_12161,NY
264 Emmet Parkway,Albany_12201,NY
81 Reindahl Court,Altamont_12009,NY
666 Hooker Trail,Voorheesville_12186,NY
02237 Debs Lane,Albany_12203,NY
027 Magdeline Terrace,Albany_12247,NY
1 Heffernan Crossing,Albany_12202,NY
96 Lakeland Lane,Albany_12207,NY
3 Monterey Parkway,Knox_12107,NY
5183 Michigan Place,Mckownville_12203,NY
25 Blaine Road,Albany_12210,NY
8364 Scofield Lane,Albany_12207,NY
28 Bultman Plaza,Coeymans_12045,NY
83148 Mallard Plaza,Albany_12225,NY
6 Summer Ridge Avenue,Coeymans_12045,NY
325 Norway Maple Road,Knox_12107,NY
50850 Moulton Crossing,Albany_12220,NY
724 Ridge Oak Avenue,Albany_12203,NY
87999 Mayfield Place,Albany_12247,NY
73 Messerschmidt Point,Latham_12110,NY
37 Barnett Pass,Siena_12211,NY
05676 Utah Alley,Loudonville_12211,NY
68766 Nobel Avenue,Menands_12204,NY
95961 Esch Lane,Knox_12107,NY
22302 La Follette Court,Medusa_12120,NY
98 Coolidge Avenue,Troy_12183,NY
143 Arkansas Street,Berne_12023,NY
4568 Sutherland Circle,Albany_12220,NY
39318 Prentice Park,Albany_12202,NY
9771 Lighthouse Bay Drive,Newtonville_12110,NY
00 Dennis Street,Delmar_12054,NY
95 Red Cloud Point,Voorheesville_12186,NY
8301 Fremont Avenue,Albany_12220,NY
99 Commercial Street,Coeymans Hollow_12046,NY
72982 Cordelia Hill,Delmar_12054,NY
81 Spohn Way,Menands_12204,NY
72 Nova Court,Coeymans_12045,NY
07 Cambridge Road,Albany_12226,NY
9 Hallows Court,Newtonville_12128,NY
3515 Ludington Center,Selkirk_12158,NY
800 Anzinger Alley,South Bethlehem_12161,NY
28427 Ridgeway Lane,Glenmont_12077,NY
4174 Reindahl Lane,Guilderland Center_12085,NY
912 Morrow Court,Clarksville_12041,NY
70545 Di Loreto Pass,Colonie_12205,NY
3701 Fieldstone Road,Albany_12201,NY
7 Fremont Park,Guilderland Center_12085,NY
44 Straubel Center,Newtonville_12128,NY
2017 Kipling Park,Slingerlands_12159,NY
6354 Algoma Drive,Latham_12128,NY
3 Prairieview Lane,Altamont_12009,NY
70729 Waxwing Road,Green Island_12183,NY
5 Tony Hill,Troy_12183,NY
31769 Nova Court,Newtonville_12128,NY
110 Grayhawk Lane,Menands_12204,NY
69 Katie Way,Albany_12226,NY
01090 Elka Court,Newtonville_12110,NY
937 Veith Street,Albany_12201,NY
601 Ridge Oak Junction,Roessleville_12205,NY
88 Emmet Alley,Ravena_12143,NY
49116 Bunker Hill Hill,Knox_12107,NY
45 Waxwing Plaza,Albany_12226,NY
5 Arkansas Lane,Colonie_12205,NY
765 School Court,Alcove_12007,NY
72 Atwood Pass,Albany_12227,NY
2 Merchant Alley,Troy_12183,NY
3 Wayridge Junction,East Berne_12059,NY
6167 Truax Circle,Medusa_12120,NY
309 Hoepker Park,Dormansville_12055,NY
8 American Ash Lane,Roessleville_12205,NY
4 Carey Center,Albany_12227,NY
38716 Rieder Court,Mckownville_12203,NY
37997 Kingsford Road,Feura Bush_12067,NY
351 Hovde Park,Newtonville_12128,NY
87 John Wall Lane,Albany_12223,NY
340 Manley Lane,Albany_12225,NY
387 Brown Alley,Albany_12260,NY
59535 Stone Corner Circle,Menands_12204,NY
661 Springs Plaza,Guilderland Center_12085,NY
190 Homewood Park,Albany_12227,NY
21 Shopko Park,Albany_12209,NY
1057 Buena Vista Point,Cohoes_12047,NY
49 Morningstar Street,Loudonville_12211,NY
543 Sundown Crossing,Troy_12183,NY
30783 Hovde Way,Green Island_12183,NY
89 Brickson Park Pass,Albany_12204,NY
0943 Shopko Circle,Albany_12202,NY
4 Meadow Ridge Trail,Guilderland Center_12085,NY
05024 Dwight Circle,Menands_12204,NY
24924 Clemons Trail,South Bethlehem_12161,NY
56 Rutledge Parkway,Ravena_12143,NY
67 Stone Corner Way,Dormansville_12055,NY
99935 Northport Drive,Cohoes_12047,NY
338 Waxwing Lane,Alcove_12007,NY
98649 Orin Plaza,Albany_12211,NY
0314 East Road,Alcove_12007,NY
7217 Parkside Terrace,Siena_12211,NY
5811 Sunbrook Alley,Delmar_12054,NY
576 Marquette Center,Delmar_12054,NY
412 Gulseth Circle,Mckownville_12203,NY
1463 Oneill Pass,Siena_12211,NY
2 Vermont Parkway,Albany_12225,NY
0466 Lakewood Gardens Avenue,Medusa_12120,NY
76 Linden Point,Colonie_12205,NY
1694 Monument Park,Albany_12205,NY
1068 Eagan Circle,Coeymans_12045,NY
07 Fallview Park,Albany_12220,NY
72 Ridgeview Junction,Albany_12226,NY
70390 Delladonna Terrace,Ravena_12143,NY
376 Dixon Way,Delmar_12054,NY
5 Jenna Place,Cohoes_12047,NY
62 Ludington Avenue,Albany_12223,NY
09 Merry Circle,Albany_12226,NY
9 Clemons Circle,Newtonville_12110,NY
52 Shoshone Court,Ravena_12143,NY
68 Sage Parkway,Coeymans_12045,NY
94887 Hintze Street,Guilderland_12084,NY
9826 Jenna Drive,Feura Bush_12067,NY
4435 Goodland Street,Selkirk_12158,NY
7489 Sutteridge Road,Albany_12205,NY
